id,name,total_heat,total_area,total_nmhc,total_pm2.5,total_pm10,total_co,total_co2,total_ch4,total_nh3,total_so2,total_voc,total_nox
SF11E314711,,2682824835.8793674,135.0628591,,10.335346,12.195708,109.162821,1969.375791,5.602164,1.815367,1.193816,26.095897,2.710814
SF11E317811,,1286621739693.6626,17046.54741094,,1568.279739,1850.5700909999998,16890.54218,282013.280562,858.1448239999999,280.095292,172.236989,4026.3698289999998,378.62689499999993
SF11E317850,,1435896180778.034,14834.630541999999,,1623.681606,1915.9442930000002,17010.145791000003,316571.27456099994,876.6505420000001,283.21555700000005,191.35423699999998,4071.2236430000003,439.8379259999999
SF11E316757,,5643675542064.014,126381.78023370999,,10628.408176,12541.521649,122876.43655199997,1477803.421818,6023.857400000002,2017.6211390000008,937.6009379999999,29003.303892999997,1723.0184770000003
SF11E318654,,24949861328.100487,533.9107125,,47.206247,55.703372,507.184386,8552.298919,25.800225,8.413557,5.218101,120.944888,11.520446
SF11E317801,,154141029946.6846,6351.70791059,,377.954885,445.986764,4493.123567,46183.060499,217.27130499999998,73.50247900000001,29.967116,1056.598134,48.885252
SF11E318575,,1091373855.8701851,169.3462597,,6.064767,7.156425,68.96244,902.710656,3.40878,1.134918,0.566513,16.31444,1.098807
SF11E317841,,,9.577804568,,,,,,,,,,
SF11E317813,,,9.577804568,,,,,,,,,,
SF11E318553,,,105.434924,,,,,,,,,,
SF11E318628,,1843584616.9042878,721.9925022,,10.92625,12.892975,136.330821,1003.108588,6.440475,2.216317,0.690399,31.859558,0.76753
SF11E318661,,21385735037.54583,561.9571733,,28.287419,33.379155,280.94336,6309.353291,14.891513,4.715388,3.754521,67.783697,9.207233
SF11E318581,,,187.9532949,,,,,,,,,,
SF11E318618,,,37.11028612,,,,,,,,,,
SF11E318605,,78013674.96255103,36.324491011,,0.412877,0.487195,4.072061,93.560981,0.216647,0.06842,0.05558,0.983533,0.137248
SF11E318110,,8614514305.41138,255.2697428,,23.214626,27.393259,236.695242,4861.685011,12.372841,3.956872,2.913667,56.880031,6.941104
SF11E318559,,37461562.79260499,20.756852,,0.23593,0.278397,2.326892,53.463418,0.123798,0.039097,0.03176,0.562019,0.078427
SF11E318548,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E318588,,5656143.053135999,20.90264418,,0.192944,0.227674,2.410137,17.574181,0.113798,0.039176,0.012118,0.563152,0.013282
SF11E318547,,26000838.151685994,20.90264418,,0.57536,0.678924,6.988805,62.626186,0.334438,0.114007,0.04155,1.638858,0.059485
SF11E318635,,865193.4899050003,6.988140175,,0.034124,0.040266,0.392877,4.829038,0.0193,0.006455,0.003055,0.092786,0.005696
SF11E318636,,20367337.512567002,34.94070087,,0.173744,0.205018,2.010588,24.059413,0.09852,0.033009,0.015275,0.474511,0.027975
SF11E318579,,148754144.994527,71.89778166,,0.470427,0.555104,4.639649,106.602073,0.246845,0.077956,0.063327,1.120624,0.156378
SF11E318660,,15556408.304643,87.32457059,,0.31277,0.369069,3.936449,26.966766,0.185201,0.063925,0.018837,0.918918,0.018572
SF11E318637,,28552794.496971995,87.32457059,,0.537749,0.634544,6.748124,47.387806,0.317927,0.109625,0.032929,1.575853,0.033921
SF11E318603,,,40.42891139,,,,,,,,,,
SF11E318583,,72506150.370917,45.8528745,,1.25524,1.481184,15.593918,118.754812,0.738213,0.253649,0.081177,3.646205,0.095012
SF11E317848,,582620828.909183,250.7131196,,5.194303,6.129277,63.221773,558.816639,3.022436,1.03106,0.371633,14.821483,0.52425
