id,name,total_heat,total_area,total_nmhc,total_pm2.5,total_pm10,total_co,total_co2,total_ch4,total_nh3,total_so2,total_voc,total_nox
SF11E324796,,104135424150.38527,1747.3612225000002,,128.955568,152.16757,1336.031901,25913.001558999997,69.25519,22.281274,15.605885999999998,320.293317,36.430965
SF11E322458,,189781868512.06754,3284.86573,,242.001469,285.561733,2616.271133,43007.682227,132.665244,43.36197,26.307765,623.328322,57.434412
SF11E324801,,,3455.4401029,,,,,,,,,,
SF11E325447,,1232220442798.7214,10175.545070999999,,1139.920551,1345.10625,11447.831278,247734.815732,603.2248079999999,191.81507,147.845037,2757.341636,358.354003
SF11E318980,,26701597702.628998,1371.2396512,,98.45152,116.17279299999998,1098.559984,15733.148987,54.817802,18.12629,9.768223,260.565411,19.936113
SF11E324838,,322365355636.4266,3527.73572483,,361.721117,426.830917,3671.544589,76605.912982,192.37911100000002,61.419442,45.851634,882.9044849999999,109.81264
SF11E322515,,7948218820.55602,420.45969,,25.005247,29.506191,283.202736,3780.258608,14.026504,4.663233,2.366673,67.033977,4.643907
SF11E325791,,193317009.34346795,20.90264418,,1.435091,1.693407,14.852321,289.189291,0.77032,0.247734,0.174103,3.561181,0.407009
SF11E325854,,37130478227.89668,783.45749468,,66.91161100000001,78.955701,683.3986339999999,13952.484752,35.691276,11.421536,8.366087,164.184569,19.888959
SF11E325853,,1534117962.842453,141.8162492,,6.477833,7.643843,69.857321,1160.20699,3.546833,1.158226,0.708962,16.649503,1.554871
SF11E316757,,3932680397881.824,63346.66782739005,,6424.877111,7581.354991999999,72208.59472699999,1000063.21453,3590.1774330000003,1190.2551589999996,623.3348250000001,17109.917951999996,1249.1444439999998
SF11E319510,,1915057265775.3218,28222.832213450005,,2431.254856,2868.8807239999996,26148.553933,439068.958919,1329.4558419999998,433.70715,268.00587099999996,6234.540258,590.6154349999998
SF11E325422,,4914145267.387725,560.4152357,,6.369885,7.516464,62.823862,1443.461358,3.342439,1.055581,0.857484,15.173975,2.117462
SF11E324839,,1982562434.36198,152.0513541,,9.889741,11.669895,110.207202,1587.985025,5.502985,1.81876,0.985244,26.144681,2.017314
SF11E317850,,2505855599480.7383,26553.39813801999,,2841.533882999999,3353.0099810000006,29544.695725,565566.2972940002,1528.642437,492.462126,341.0001679999999,7079.143077,792.2022170000001
SF11E326405,,683361435887.6716,5999.745832,,778.852467,919.045911,8249.205597,147228.025446,422.735468,137.127821,89.338223,1971.212423,201.986034
SF11E324646,,4346674706271.2153,55075.70971473002,,5806.808820000001,6852.034406999999,62954.56923,1022824.7914169999,3187.682896999999,1042.985484,626.4090500000001,14992.916340000003,1360.355342
SF11E326429,,280572387.0574929,193.9678399,,1.238469,1.461393,13.670392,205.592371,0.685893,0.225905,0.126947,3.247379,0.265718
SF11E322869,,799102054.3898371,630.9835904,,5.950236,7.021278,74.110022,553.143922,3.5040669999999996,1.205074,0.379618,17.322934,0.431343
SF11E311078,,1140874232.844923,154.1542209,,13.550068,15.98908,166.048236,1399.734812,7.912305,2.705644,0.938715,38.893634,1.254743
SF11E326501,,,4.788902284,,,,,,,,,,
SF11E325474,,10174213039.960203,910.674758,,10.351063,12.214254,102.088776,2345.624706,5.431464,1.715319,1.393412,24.65771,3.440875
SF11E311052,,4467951632.407514,718.9778166,,4.968677,5.863039,49.004257,1125.937642,2.60719,0.823381,0.66886,11.836098,1.651676
SF11E326530,,1152005447.2698288,106.3170902,,3.483415,4.11043,34.355663,789.366803,1.827836,0.577252,0.468921,8.297993,1.157949
SF11E326473,,15545.28219,0.943942555,,0.004671,0.005512,0.053987,0.650591,0.002647,0.000887,0.000413,0.012744,0.000759
SF11E326568,,159235795.50571302,46.74492492,,0.551405,0.650658,5.43831,124.952377,0.289336,0.091376,0.074228,1.313526,0.183297
SF11E326514,,30964596.471381,46.74492492,,0.229772,0.271131,2.65036,32.26087,0.130078,0.043532,0.020435,0.625775,0.037858
SF11E326566,,1779065885.069821,175.1730046,,8.621597,10.173484,96.139941,1381.039301,4.798941,1.586459,0.857148,22.805343,1.752178
SF11E326467,,26141290263.584038,747.3282169,,40.604564,47.913385,438.130107,7259.653337,22.238519,7.263556,4.437161,104.413613,9.721411
SF11E324431,,35357150846.61356,1309.515198,,75.026015,88.530697,870.422529,10275.264916,42.597628,14.285526,6.535573,205.354434,11.858307
SF11E326535,,67015311.367955,155.5157715,,0.34992,0.412906,3.931094,54.55054,0.195493,0.064802,0.033993,0.931531,0.068195
SF11E326527,,504053149.09118897,77.07711044,,4.259183,5.025835,50.445722,530.098945,2.443797,0.82564,0.342819,11.868578,0.569679
SF11E326421,,4598066.165991,13.97628035,,0.085129,0.100452,0.97161,12.484658,0.047937,0.015982,0.007853,0.229736,0.015061
SF11E326470,,368753061.577454,53.7330651,,1.318209,1.555487,13.278392,284.416007,0.698564,0.222385,0.169874,3.196781,0.410385
SF11E324805,,4887673947.858302,409.8736955,,29.289538,34.561655,355.430791,3205.846031,17.016541,5.798826,2.124596,83.358126,3.062712
SF11E326426,,5585395423.609617,432.2589719,,13.008766,15.350344,140.295728,2329.489072,7.12295,2.326067,1.423505,33.43721,3.121641
SF11E326454,,28681509.013088997,18.1622455,,0.206439,0.243598,2.03603,46.78049,0.108324,0.03421,0.02779,0.491767,0.068624
SF11E326400,,142791400.37053198,63.75565935,,1.88194,2.22069,23.091481,192.890977,1.099651,0.376199,0.129573,5.407854,0.171322
SF11E326457,,250854035.93187898,70.05190446,,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683
SF11E326531,,250854035.93187898,70.05190446,,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683
SF11E326511,,1038412275.9965961,280.20761782,,3.184943,3.758232,31.411932,721.730679,1.67122,0.527791,0.428743,7.586988,1.0587309999999999
SF11E326573,,1357606246.1155772,152.0414699,,7.389014,8.719036,83.488321,1127.251648,4.139918,1.375172,0.704748,19.768092,1.392088
SF11E326498,,3674392156.070885,164.0705598,,11.396848,13.448281,114.819356,2458.032995,6.040029,1.922933,1.468181,27.642162,3.546229
SF11E326574,,240693127.502931,38.53855522,,3.342015,3.943578,40.745035,356.03023,1.946322,0.664352,0.237248,9.550053,0.330471
SF11E326420,,239655463.56943002,38.53855522,,3.492749,4.121444,42.733918,364.294272,2.037849,0.696462,0.243818,10.011644,0.330218
SF11E325846,,894255316.791902,115.6156657,,10.723696,12.653961,131.250659,1116.121065,6.257888,2.13898,0.747337,30.747843,1.009265
SF11E326506,,235471078.191794,38.53855522,,2.982338,3.519158,36.099407,331.144315,1.730404,0.589153,0.218831,8.469068,0.321027
SF11E326439,,148786116410.73584,2252.024542,,181.574995,214.258494,1938.982368,33507.214117,98.944859,32.193637,20.395022,462.783532,45.501744
SF11E326425,,381187012.169895,46.99944347,,1.318074,1.555327,12.999683,298.684909,0.691627,0.218424,0.177433,3.13984,0.438151
SF11E326590,,2464323773.6727185,399.2160404,,4.298285,5.071976,42.392426,974.022071,2.255419,0.712287,0.578615,10.239129,1.428825
SF11E326468,,23294578221.123337,375.4173211,,42.671293,50.352125,420.851486,9669.619738,22.390706,7.071243,5.744212,101.649115,14.184688
SF11E326436,,1911818717.798659,350.3460092,,12.609693,14.879438,152.648144,1399.326576,7.316744,2.491228,0.924825,35.811408,1.355799
SF11E326502,,49493304659.420975,1330.761319,,79.534062,93.850193,886.684942,12750.5851,44.265087,14.632151,7.912751,210.337176,16.184275
SF11E326455,,2304919033.138577,186.5398521,,13.636663,16.091263,157.087689,1925.34094,7.714795,2.580627,1.218484,37.096515,2.26761
SF11E326446,,536704204.13283813,140.1038089,,1.592471,1.879116,15.705966,360.865339,0.83561,0.263895,0.214371,3.793494,0.529365
SF11E326411,,37461562.79260499,20.756852,,0.23593,0.278397,2.326892,53.463418,0.123798,0.039097,0.03176,0.562019,0.078427
SF11E325786,,5250215312.136561,342.7574029,,11.008742,12.990316,110.665561,2386.894773,5.828309,1.853988,1.424843,26.651084,3.449909
SF11E326437,,250854035.93187898,70.05190446,,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683
SF11E326144,,2735383068.984591,292.15516301,,15.721114,18.550915,177.502575,2405.0800950000003,8.805011,2.9240150000000003,1.502997,42.032725,2.974887
SF11E326465,,250854035.93187898,70.05190446,,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683
SF11E326576,,250854035.93187898,70.05190446,,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683
SF11E325852,,250854035.93187898,70.05190446,,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683
SF11E326450,,2058083723.9215875,350.2595223,,3.981178,4.69779,39.264914,902.163349,2.089025,0.659738,0.535928,9.483734,1.323414
