id,name,total_heat,total_area,total_nmhc,total_pm2.5,total_pm10,total_co,total_co2,total_ch4,total_nh3,total_so2,total_voc,total_nox
SF11E314711,,19913400222.674305,813.2089824999999,,50.64900900000001,59.765829999999994,547.467096,9006.218605,27.763371,9.07393,5.508685,130.437738,12.03039
SF11E317855,,439968830.1315101,57.88196445,,1.435129,1.693452,14.154158,325.21051,0.753049,0.237821,0.19319,3.418683,0.477062
SF11E317785,,1098201242.9504852,216.4198348,,3.086985,3.642643,31.034301,669.194203,1.634386,0.519914,0.39948,7.473764,0.967163
SF11E317768,,134809904.436122,353.1259447,,1.560995,1.841975,19.584912,137.75305,0.922797,0.318168,0.09569,4.573669,0.098845
SF11E317834,,103718575.014471,379.0794229,,1.225378,1.445947,15.429099,105.301407,0.725755,0.250542,0.073615,3.601545,0.072081
SF11E316757,,1262644435642.9465,26822.350110969994,,2366.7918790000003,2792.8144159999993,27134.321281,340864.0661720001,1335.769822,446.0505579999999,215.03144699999996,6411.9767870000005,406.5995200000001
SF11E317872,,54446.06021099999,1.050197869,,0.006777,0.007997,0.066842,1.53578,0.003556,0.001123,0.000912,0.016144,0.002253
SF11E317774,,554485770215.3782,7306.315534,,508.644803,600.200867,5102.802264,110817.39652,269.033131,85.514074,66.116006,1229.264818,160.437146
SF11E317776,,,37.11028612,,,,,,,,,,
SF11E317850,,196493028222.31277,2487.08353635,,264.661906,312.30104800000004,2767.665278,51859.620333000006,142.771061,46.093346,31.327744000000003,662.591847,72.196146
SF11E317859,,,38.53855522,,,,,,,,,,
SF11E317811,,3009793639.5820723,154.5990106,,14.378118,16.966179,159.130072,2365.066045,7.973394,2.628658,1.462268,37.786966,3.042522
SF11E317827,,450475577988.8409,4343.027805,,398.948185,470.758858,3944.492267,89898.711508,209.581055,66.250729,53.43655,952.354233,131.633671
SF11E317779,,776493.6176390001,74.22057224,,0.020065999999999997,0.023679,0.253263,1.6937019999999998,0.0119,0.004112,0.001189,0.0591,0.00112
SF11E317854,,35306681.70608501,87.5865023,,0.631122,0.744724,7.900394,56.618815,0.37265,0.128383,0.039178,1.845508,0.041762
SF11E317832,,95313472.33862801,87.32457059,,1.194593,1.409619,14.649507,122.862926,0.697819,0.238682,0.082472,3.431053,0.10957
SF11E317840,,408727166.53257406,215.693345,,1.078922,1.273128,10.641014,244.491387,0.566138,0.178793,0.145239,2.570146,0.358653
SF11E317860,,251612.99643300002,0.943942555,,0.034847,0.04112,0.343685,7.896623,0.018285,0.005775,0.004691,0.083011,0.011584
SF11E317771,,158119851.863641,71.89778166,,0.500045,0.590053,4.931766,113.313844,0.262386,0.082865,0.067314,1.191179,0.166224
SF11E317875,,160032023.49960202,174.6491412,,2.324047,2.742375,28.888498,219.00851,1.367199,0.469863,0.149841,6.754277,0.174233
SF11E317804,,56274937.830260985,103.141786,,0.975703,1.15133,12.201707,88.158839,0.575809,0.198305,0.060901,2.85064,0.065782
SF11E317836,,40590080.556106,87.32457059,,0.684759,0.808016,8.546863,62.717634,0.403702,0.13894,0.043189,1.997257,0.047814
SF11E317803,,1856100.254678,40.42891139,,0.045421,0.053596,0.572766,3.858844,0.026923,0.009299,0.002705,0.133673,0.002586
SF11E317847,,20976703836.38815,559.6195564,,37.344648,44.066685,399.711226,6844.049311,20.372814,6.634343,4.16954,95.368675,9.266183
SF11E317375,,454878285.603907,211.3517034,,2.260198,2.667034,25.56326,343.505225,1.266971,0.421006,0.214881,6.051958,0.423281
SF11E317786,,629265323.6295452,72.34751345,,1.9883,2.346194,19.609884,450.563024,1.043311,0.32949,0.267656,4.736415,0.660946
SF11E317788,,45221.27713899998,1.34919538,,0.004382,0.00517,0.043214,0.992893,0.002299,0.000726,0.00059,0.010438,0.001457
SF11E317308,,218650245.006537,175.1730046,,2.304724,2.719574,28.066617,247.176205,1.341432,0.457696,0.164485,6.579382,0.231109
SF11E317295,,160378203.22841898,262.7595069,,1.988584,2.346529,24.766064,184.949262,1.171026,0.402715,0.126916,5.789023,0.144325
SF11E314039,,4395097359.274481,562.6194157,,19.702809,23.249315,238.959088,2163.555752,11.443508,3.898887,1.432912,56.046499,2.073896
SF11E317826,,2510866169.8942876,555.7103492,,7.708076,9.09553,89.966438,1027.810191,4.389801,1.475349,0.656695,21.208148,1.164128
SF11E317866,,27067708456.676155,3079.417374,,83.073683,98.026946,1006.872315,9156.29197,48.233354,16.429653,6.059662,236.176262,8.810395
SF11E317823,,682145036.0154971,249.7172849,,4.390299,5.180553,51.889523,552.044414,2.516326,0.849507,0.356354,12.211666,0.598159
SF11E317842,,34549386479.62999,2613.895547,,56.395883,66.547141,636.361771,8647.669135,31.576353,10.483726,5.402254,150.703554,10.710614
SF11E317841,,,9.577804568,,,,,,,,,,
SF11E317813,,,4.788902284,,,,,,,,,,
SF11E316372,,,4.788902284,,,,,,,,,,
SF11E317770,,4377587903.605756,468.9936579,,14.732546,17.384404,170.64095,2032.161123,8.35778,2.801209,1.29102,40.267379,2.35667
SF11E317876,,2443649.717227,3.983338742,,0.080196,0.094632,0.790946,18.173034,0.042081,0.01329,0.010796,0.191039,0.026659
SF11E317861,,3101860.9123409996,11.17410533,,0.036288,0.04282,0.357898,8.223188,0.019041,0.006013,0.004885,0.086444,0.012063
SF11E317818,,,81.5892547,,,,,,,,,,
SF11E317862,,10129245455.139896,374.2485127,,21.091381,24.88783,215.705126,4383.085097,11.2575,3.604319,2.629193,51.812091,6.240245
SF11E317231,,72290301.536091,370.1638607,,0.842527,0.994182,10.592813,73.210331,0.498615,0.172041,0.051043,2.473092,0.051133
SF11E317787,,2187838.487862,40.42891139,,0.054084,0.063819,0.682319,4.578954,0.032065,0.011077,0.003213,0.159231,0.003048
SF11E317867,,440099830.69166297,106.7445825,,1.903157,2.245726,20.541433,339.9523,1.042481,0.340533,0.207807,4.895155,0.455042
SF11E317821,,3094728403.534888,366.1706378,,6.480929,7.647496,66.076705,1357.389196,3.454117,1.104621,0.813491,15.878929,1.938034
SF11E317877,,711007295.4483571,379.0794229,,6.48712,7.654802,80.634372,611.432653,3.816212,1.311498,0.418311,18.852789,0.486559
SF11E317793,,3114740.1510650003,37.11028612,,0.074239,0.087601,0.933639,6.437349,0.043942,0.015163,0.00449,0.217968,0.004479
SF11E317830,,1016362504.403963,182.3934238,,8.024546,9.468964,95.439549,978.275203,4.614079,1.56119,0.635049,22.442102,1.033511
SF11E317858,,343963952.648504,194.2569532,,4.630605,5.464114,57.435538,442.765717,2.721038,0.934428,0.301943,13.432402,0.359597
SF11E315873,,732515362.1270373,115.6156657,,9.082496,10.717345,111.419899,932.086341,5.306501,1.815263,0.625957,26.0944,0.829094
SF11E317790,,182394905.15781,38.53855522,,2.670007,3.150608,32.679398,277.876071,1.55811,0.532573,0.186064,7.65573,0.251254
SF11E317839,,799476636.057892,115.6156657,,9.771734,11.530646,119.757278,1008.896633,5.706274,1.951343,0.676679,28.050549,0.903831
SF11E310481,,557027641.940237,77.07711044,,6.910659,8.154578,84.575192,719.596536,4.032602,1.378328,0.481784,19.813466,0.651053
SF11E316421,,6342029100.447805,316.0502534,,29.625415,34.95799,343.430224,4071.416126,16.813725,5.637039,2.58813,81.032434,4.709773
SF11E317878,,16966724538.918617,736.3616801600001,,37.622181,44.394172999999995,425.82482,5701.791818,21.097097,7.012278,3.568313,100.80149200000001,7.014558
SF11E316092,,11666255107.113997,491.9966978,,45.257977,53.404412,535.540387,5658.323085,25.955483,8.766209,3.656304,126.014255,6.102993
SF11E317772,,1710022618.291446,81.99944963,,11.831696,13.961401,137.127026,1627.623671,6.714241,2.250862,1.034484,32.356136,1.884076
SF11E317884,,1659558082.370995,152.0513541,,9.723347,11.47355,111.049367,1422.257274,5.477144,1.826449,0.895008,26.255199,1.713013
SF11E317783,,439199988.12162095,116.8956715,,1.690287,1.994539,17.809622,324.314441,0.915129,0.296278,0.196426,4.258989,0.447684
SF11E317865,,745329874.929226,163.2180463,,4.917529,5.802684,57.142222,668.795495,2.794284,0.937627,0.425885,13.478386,0.768124
SF11E316310,,5460939.441192001,40.42891139,,0.124045,0.146373,1.559099,10.803576,0.073399,0.025323,0.007528,0.364015,0.007577
SF11E317798,,130852575.35140902,41.51370401,,0.47186,0.556795,4.653784,106.926835,0.247597,0.078194,0.06352,1.124038,0.156855
SF11E311052,,888402433.399984,287.5911266,,1.987471,2.345215,19.601703,450.375057,1.042876,0.329352,0.267544,4.734439,0.66067
SF11E317874,,182598099.219294,71.89778166,,0.577456,0.681399,5.695243,130.855755,0.303006,0.095693,0.077735,1.375584,0.191957
SF11E317853,,423059967.843202,229.7239885,,2.474115,2.919456,28.770027,335.426602,1.406373,0.472032,0.213711,6.78546,0.3844
SF11E317801,,983550275.643776,149.4839292,,8.845988,10.438266,106.009152,1037.183961,5.106203,1.73236,0.678208,24.902677,1.059113
SF11E311078,,203098088.30403802,38.53855522,,3.078197,3.632273,37.766805,315.646374,1.798576,0.61529,0.212013,8.844791,0.280503
SF11E317849,,73424633.51919502,29.05959281,,0.330302,0.389756,3.257649,74.848785,0.173318,0.054736,0.044464,0.786826,0.109798
SF11E317781,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317775,,1498461.908242,4.151370401,,0.047186,0.055679,0.465378,10.692684,0.02476,0.007819,0.006352,0.112404,0.015685
SF11E317816,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317806,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317883,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317844,,37461562.79260499,20.756852,,0.23593,0.278397,2.326892,53.463418,0.123798,0.039097,0.03176,0.562019,0.078427
SF11E317864,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317807,,23975400.187264998,16.6054816,,0.188744,0.222718,1.861513,42.770734,0.099039,0.031278,0.025408,0.449615,0.062742
SF11E317812,,1498461.908242,4.151370401,,0.047186,0.055679,0.465378,10.692684,0.02476,0.007819,0.006352,0.112404,0.015685
SF11E317824,,23975400.187264998,16.6054816,,0.188744,0.222718,1.861513,42.770734,0.099039,0.031278,0.025408,0.449615,0.062742
SF11E317218,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317800,,1498461.908242,4.151370401,,0.047186,0.055679,0.465378,10.692684,0.02476,0.007819,0.006352,0.112404,0.015685
SF11E317794,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317805,,1498461.908242,4.151370401,,0.047186,0.055679,0.465378,10.692684,0.02476,0.007819,0.006352,0.112404,0.015685
SF11E317851,,1498461.908242,4.151370401,,0.047186,0.055679,0.465378,10.692684,0.02476,0.007819,0.006352,0.112404,0.015685
SF11E317302,,13486157.167714,12.4541112,,0.141558,0.167038,1.396135,32.078051,0.074279,0.023458,0.019056,0.337211,0.047056
SF11E317852,,5993850.049704,8.302740802,,0.094372,0.111359,0.930757,21.385367,0.049519,0.015639,0.012704,0.224808,0.031371
SF11E317863,,13486157.167714,12.4541112,,0.141558,0.167038,1.396135,32.078051,0.074279,0.023458,0.019056,0.337211,0.047056
SF11E317819,,1498461.908242,4.151370401,,0.047186,0.055679,0.465378,10.692684,0.02476,0.007819,0.006352,0.112404,0.015685
SF11E317879,,4589041.443356,7.264898201,,0.082575,0.097439,0.814412,18.712196,0.043329,0.013684,0.011116,0.196707,0.02745
SF11E317873,,31791631.734217,37.11028612,,0.120517,0.14221,1.188615,27.310004,0.063238,0.019971,0.016223,0.287089,0.040062
